reviewID,reviewerID,asin,reviewerName,reviewText,overall,summary,unixReviewTime
47833,A2LXX47A0KMJVX,B001H3201Q,M. Erb,"I have a love affair with good chocolate. Especially Belgian chocolates. For a quick fix, a Dove bar is pretty good to me...it's smooth and velvety chocolate has a nice feel on the tongue and a good chocolate flavor.I was pleasantly happy with these Werther's Original Caramel Chocolates. The chocolate flavor was pretty good.. The Caramel flavor was almost lost though. When I compare it to the caramel blast that you get with a Rollo's, for instance, it can't be compared.Individually wrapped, my package contained 23 pieces.I was a little surprised to discover that a serving of these Caramel Chocolates, 4 pieces, contained 10mg of Cholesterol. I compared this to some Belgian dark chocolate bars I had in the house and they contained no cholesterol at all. I'm not sure quite what to make of that, but I'm inclined to avoid Cholesterol when I can so I'd probably avoid these and stick to my Belgian chocolate with no cholesterol.",3,"Enjoyable treat, but what's with the cholesterol?",1237852800
22662,A3H7FOLI94QGO2,B004TJF39Q,"JohnnyBob Kadiddlehopper ""JWW""",I have used several boxes of this and liked it. The flavor was good and consistent.This order changed all of that and left me wondering. Wondering if this batch was old or quality and packaging have gone south.The contents of the cups was rock hard. I have a habit of shaking the cups just to make sure everything is loose and in my mind it seems to give me consistent flavor. When I used the first cup from this box it didn't shake but rattled and sounded like one solid lump. After shaking vigorously and tapping the cup on my counter it broke loose but still sounded lumpy.Every cup I've used has been the same and the flavor is inconsistent. What  was one of my favorite drinks has slid down the list and jumped onto the &#34;not so much&#34; list.,2,Hard as a witch's heart!,1373673600
33871,A1R9QOPV6HVEKF,B006MONQMC,NA,"The biggest benefit to havingVitamin Squeeze Energy Drink, Fruit Punch, 12-Ounce (Pack of 4)is being able to take less water weight with you.  If you are out hiking or somewhere else where water is available from a water fountain or stream (filter anything from a stream before drinking it) where you can get water along the way and add some flavor and vitamins with this product.  It will be lighter and easier than carrying bottles of some sort of sports drink with you.It tastes like Kool-Aid.  It's not delicious, not horrible, just sort of OK. There are, of course, a lot of other powdered and concentrated liquid mixes (similar to this one) that would serve the same purpose.  Nothing about this Vitamin Squeeze makes it stand out from anything else.  It has no calories which probably means it has chemicals instead of sugar.It is not something I'd be likely to purchase but if you need something more than water when you would otherwise have to either carry a lot of water weight or spend a couple bucks for each 16oz sports drink while out on the road this product may be more convenient and/or save you money.",3,Kool-Aid With Vitamins,1333756800
28625,A3IYSIAKYOMKTO,B005VBBRW8,Renter,"On my days off I have plenty of time to prepare eggs, but on workdays I need to guzzle my coffee and get moving. I feel guilty about not getting a proper breakfast and it doesn't help that my appetite doesn't really kick in until well after my second cup. Belvita has handily solved my problem. These things are sweet but not too sweet to face first thing in the morning, and they are awesome for dunking. You have to be careful though, they have a brittle texture that breaks easily, so if a piece falls into your cup it will dissolve before you can fish it out again. Not conducive to a good morning when that happens. I've gotten into a habit of checking the bikkie for breaks before dunking and it's all good now. Thanks to Belvita I no longer start the day running on just coffee for the first few hours.",5,Breakfast in a hurry,1334102400
5145,AHKXYQ7TP6REK,B000RL88YW,KESS,These are 40 crackers in a box. Perfect to take a cello out of the pkg. to use with some snacks. Prices being what they are these were cheaper than buying the larger boxes.,5,I love my buttery Club Crackers,1390780800
44978,A2OWR2PL3DLWS4,B0049IRCAA,Love to Cook,So glad this is on Amazon so I don't have to drive all over trying to find it in town.  My husband really needs this to keep his Na intake down.,5,Great product quickly delivered,1386547200
12301,A2D7E76KWCBYJO,B002AQKY9Y,S. A. Burke,My family uses Amazon's fabulous Subscribe & Save program. We alternate buying the Fiber One Blueberry Muffin Mix  and the Fiber One Banana Nut Muffin Mix monthly. The muffins are delicious!,5,Family favorite!,1389312000
2103,A2NYK9KWFMJV4Y,B0074RC11I,"Mike Tarrani ""Jazz Drummer""","I've become addicted to this slightly bitter mixture of the sparkling mineral water from Northern Italy's Lombardy region and the blood orange (aranciata rossa) from Sicily.The problem is, at 140 calories per 11.15 ounce can (and a whopping 32 grams of sugar), I have to watch my intake. If you are watching either calorie and/or sugar values of what you consume this is one to occasionally enjoy. The real irony is I am attracted by the bitterness which is predominate despite the high sugar content.I will admit that this is refreshing, and especially so on a humid Florida day. However, since it is a guilty pleasure I have a ritual in which I serve mine in a fancy flute to remind myself that enjoying one is a special occasion to be savored.In a perfect world I could drink as many as I wanted with no adverse affects. Alas, I do not live in such a world - but mine is made a little brighter when I have one of these.",5,A guilty pleasure,1369008000
16391,A1AWL9JASMG904,B00F9XTZQS,C. Gafton,The Sweet Tea is a big hit with me - nice flavor and it tastes just right. For the other tea flavors I am not too big a fan  - but Amazon's rating system works by averaging together stuff that people universally like with the flavors/products that are a universal miss.,5,Some Hits and Some misses,1395446400
47708,A3P8N3YORM08CA,B0016B9FSU,Jay,"My wife has a tub of this stuff in the bathroom and has found about a million uses for this stuff.  It has some magical healing/beauty powers for every part of your body and you could even eat it if you wanted to.  We slather a little bit of it on our face as moisturizer, should last about a year before we need another tub.  Next I'm going to use it as deodorant.  Really.",4,More uses than you'd think,1357084800
44460,A2503LT8PZIHAD,B005Y110NQ,"Gertrude, the Innocent ""Live well, laugh loud...","these are not them.This apple cinnamon could have been a great flavor.  I love apple cinnamon in a lot of things, especially oatmeal.  AND coffee cake.These have a lot of good flavor, but it is balanced out by a terrible gritty texture and a little cardboard on the bottom.",2,There are a lot of good meal replacement bars but&#8230;,1403740800
34626,A14PDYDMA8I0AB,B007PA33MA,KTDANIELSON,"Sometimes DeCaf coffee that is flavorful is hard to come by.  Not the case with Timothy's.  Good taste, great prices.",5,Great Taste,1395100800
32012,AF3EWORDT15AU,B004OVATOI,John Grove,"A very tasty, organic 7g of protein and 5g of fiber, with only 9g of sugar and 200 calorie snack which is good for those on the go or those who who just want something healthy. This combination (Peanut Raisin Crunch) is very tasty.",5,A Healthy Snack,1311292800
49691,AFHGCGG0IW35Y,B004JRSAJS,Dr. S,"I love this brand overall and I've been addicted to the noodles for years now. I subscribe to have them delivered monthly (12 packages....it's an expensive addiction, I know).  I thought I would try the rice last month just to see how they stack up and well, let's just say I won't be getting them again.  Not bad, but the too-small &#34;rice pieces&#34; just sort of melt into whatever you cook them in.  I ate a stir fry over them and they just turned to mush.",2,The noodles are better,1357257600
32770,A1934ODZK3FJCF,B001EPQVIU,NA,Just made my 3rd purchase of these nuts and every delivery has been great.  Keep one at home and hubby takes the other one to work to share - and he & he coworkers can't get enough of them!  Great quality nuts + amazing price + free shipping = one happy Amazon shopper! :),5,Fabulous!,1305158400
35409,AA8F2HV4DPV2T,B007OSBEVA,kelpiegirl,"Although this is not the traditional chinese green tea flavor, this is a tasty tea that is easy to make on the run.  I enjoy it plain and it does not have a bitter flavor (which is a lot to say as many do).  I would purchase it again but this is a weaker green tea so I would doubt there are any medicinal benefits like the traditional stuff.",4,Not a true chinese tea but a nice blend,1363824000
27190,A1EPAEMY4QG0ZB,B001E5E330,"Nightengale ""Florence""",I did like the green tea in k-cups ...I do agree it is a bit stronger than the tea bags...however all you have to do is add a bit more water ...I like it lots!,4,Green Tea by Twinings,1238284800
29692,A3TJ49U5F2Y0D3,B000LKUTLE,"Journeygurl ""Cassie K""",I was so surprised it turned out delicious! I loved that it really had a buttery taste without the extra calories. I have now made this a staple in the diet of my family and myself.,5,So surprised it was good!,1375142400
14450,AUCN1M7NPIHX1,B000FFXN2M,S. M.,Good product - but we find these too sweet. We've gone to ordering the almond / cranberry ones instead.,5,Good - but too sweet,1265414400
7352,APJFQN4KTXUHR,B001AHFVHO,Mr23,"This chip is one of our family favorites to dig into chili, guac, or other hearty (meaning thicker) foods.Unfortunately Amazon has taken it off the subscribe-n-save, so off to the local grocery store during sales...",4,Decent chip for GF folks,1330214400
48123,A1QJ4T55GDXE9Z,B000E1D7RS,peter1007,"Granted that this isn't an advanced coffee snobs kind of drink but if you enjoy a lighter blend with a wonderful aroma, this is for you! My guests love this as an after dinner coffee and what a great treat for those cold days indoors!",5,GREAT COFFEE,1347840000
45087,A3KY00QZMJQNAZ,B00AQ50DEM,"J. MCCLENDON ""love to bake""","This is a good sweetener, it has good taste and no aftertaste to me. Just don't use too much in your drink or it might taste bitter.",4,I keep this in my purse,1387324800
34514,AQYUJC4RNXN77,B000SATIFA,Mark P,This tea was nice and solid.  It was the exact green tea I was looking for when I took a chance on Davidson Tea.,5,Good solid green,1395705600
39748,A1W415JP5WEAJK,B001E4Q5GO,Alex S,"I have used Swiss Miss for years and especially appreciate the new Sensible Sweets! With two grams of protein, four grams of carbs, and only twenty five calories, it is a very nice beverage to grab on a cold morning ... or afternoon ... or evening. Anytime you want a hot chocolate beverage.Would I be cheating if I told you I still added a marshmallow? It doubles the calories (twenty three per marshmallow) but makes it a very nice treat, and even at double the calories, it is a snack I can live with.I still keep the regular around, because things like shoveling snow require a few extra calories, but this is great for sitting and enjoying.",5,Great for cold mornings ... afternoons ... evenings,1385251200
1230,A8CJNRO1J5FEG,B006MSEOJ2,Spot,"Wonderful replacement if you are trying to avoid some calories and getting bored with plain water. This has a pleasant orange flavor. Depending how much you squirt into your water, you can flavor it up a little or a lot,",5,Orange drink,1392854400
23874,A2E6BNQV79QNZ7,B000HDJXH6,L. Neumann,These are great tasting gluten-free snack bars.  We grab these when we go hiking or just as a quick snack in the car because we can't eat fast-food due to allergies.  My kids love these.,5,Yummy snack bars,1368316800
37896,AUUFW7PTUHLT,B001E5E3MQ,MamaSylvia,"While waiting for my Amazon order to arrive, I bought a lemon-flavored stevia in a glycerin/alcohol base and was quite pleased with both the flavor and the sweetness - it made a nice lightly flavored water although I had to shake it every time before drinking. So I was surprised at both the extremely weak flavor and mild sweetness when this water-based liquid arrived. It never did make a satisfactory flavored water, and even when I tried to use it to sweeten my hot tea, I was not pleased with the result. So I'll be giving it away.When reading any review, remember that people ""taste"" sweetness differently. Some people don't really taste stevia as sweet, while others find it *too* sweet. I can purchase this same brand in a glycerin/alcohol base at my local organic grocery, and I will be doing that to see whether I like the glycerin solvent better, or whether this particular brand just doesn't mesh well with my taste buds.Edited to remove a reference to sucralose, an unrelated product.",2,Weak flavor in this water-based item,1333497600
10813,A2MNB77YGJ3CN0,B001FA1DUA,L. Mountford,"... and these ""snack size"" bars are perfect.  I can pack a few of them with me without taking up a lot of space, OR worrying *too* much about my perpetual diet.  I love the crispy wafers layered with smooth and creamy milk chocolate.  My favorite candy bar, bar none!",5,I LOVE KitKat bars ...,1322956800
15897,A3HM5PBGL9NI5S,B0034EDMCW,"Rozzer ""costume queen""",These are very tasty and I got them for cheaper than they are sold at my local Wholefoods. They arrived quickly and they were very fresh. A+,5,KIND,1386460800
11573,A1FVP6G8W3O8ZA,B004YV80O4,Arthur Kimes,"Summary:  Prepared as directed it's very satisfying but fattier than I'd like.It's super-deluxe cheesy-beefy-mac!This type of meal is fattier than I usually eat but I prepared it as directed (adding a full pound of beef) to present a fair review.  Tastes really good.  The seasoning adds something that you wouldn't get just by adding hambuger to mac&cheese.;  And this is really good mac&cheese; as well.  Delivers a satisfying feeling of satiation without eating a large portion.  Real comfort food.Preperation is a snap.  After simmering 13 minutes it looked like there was too much water left over but by the time the food was served it had congealed enough not to be runny.If I were to try this again I'd use ground turkey instead of beef and less of it.  Maybe 12 oz instead of 16 and add a bit more mac to make up for it.  But if you want a satisfying, beefy meal you can't go wrong these Cheeseburger Skillets.Box says fat is 9g a serving, 3g of it saturated.  That would vary depending on what type of meat you added.  Sodium is 850g.  Highish but not unusual for this tupe of prepared meal.  Unlike the the fat, it won't be easy to lower the sodium by fiddling with the recipe.Box suggested topping the finished dish with lettuce and tomato and that worked VERY WELL.",4,Heavy Duty Food for a Heavy Duty Appetite.,1312329600
7135,A2AAS19L5VE69J,B008T9SHRW,Player,"These are pretty good.  They pass the wife and son test.  They have a slight powdered egg flavor, like the Egg Beaters in the carton.  I add a little milk while mixing, which makes them come out fluffy.  A good item to have in your 'survival' food bin.  They'll keep a long time without refrigeration.  I gave them a 4 only because of the slight powdered taste, but if I'm sitting in a field, they'd taste pretty good.",4,Worth the price... and security,1348272000
20711,A2XCCN239AR1XK,B0084ZZ5PI,"Kilgore Gagarin ""Those who believe in telekin...","Convenient in size, this V8 Energy shot drink is exactly what it purports to be. I had coffee about 8 hours earlier and was starting to drag - two swigs later, and I felt the customary pick-me up of caffeine goodness. Not a complaint, but a description: the flavor IS very sweet and slightly syrupy, but definitely not mediciney. Since this is meant to be chugged in any case, the flavor would only be an issue if it were particularly obnoxious. If you can't stand something sweet, look elsewhere.",5,Convenient and caffeiny; also syrupy sweet,1357171200
20669,A146H4KN4LFR60,B00AAVK8R4,angelfood,"Is Manuka honey really a super health food? I couldn't swear to it, but I always have a jar in the house now.I was trying to find a cure for a persistent stomach bug that didn't use antibiotics. The one I found used this honey as an ingredient. And it worked! The other stuff we had to take tasted terrible so we saved the  spoonful of honey to take last.This is a very good product. If you are thinking of using Manuka honey this is a good one to try. I take elderberry syrup everyday to fight off colds and flu. When I really feel under attack I add Manuka honey as well. So far this season I haven't had a thing.",5,Couldn't Hurt,1361404800
18427,A3O6E5TPE705HF,B003XLYPCM,"Rick Shafer ""Granger""",$4 a bottle for real vanilla! Never even saw this 30 years ago. And it is perfect and so good,5,Best vanilla,1404604800
7616,A1E3OB6QMBKRYZ,B0080SRA16,MagnumMan,"I've seen where quite a few soft drink companies have gone to these smaller cans and that's fine by me -- I like a smaller drink in lieu of the larger cans that can go flat before I finish one.Flavor-wise, it's what you expect from Coke -- always a consistent product with no variance from one to the next.My major gripe is the price.  Can for can, these are more expensive than the 6 packs of 12 ouncers -- somewhat goofy if you get right down to it and while some may say the price difference is minimal and justified due to the extra cans, it still doesn't make up for the fact that the cost per ounce is still more and that math doesn't sit well with me.",4,Good Concept -- Higher Price,1401235200
6935,AKCDHGUSKVJ72,B002EDEMLY,"LeelaFry ""Leelafry""",Addicted to these things!  I don't order often as they don't last long.  This is one of the few REAL licorice that you can get.  Most of what is available is licorice flavored candy.  There is no comparison once you've tried the real thing.,5,Red Vines Red Licorice Twists,1384041600
11641,A3AZB037DBR1D8,B000LKXRNQ,Ankia C. Neptune,"I order these all the time but the this batch was absolutely aweful, I opened it and the smell was horendous when I poured it out it was yellow. I really love coconut water and was so disappointed to have waste my money.",1,Rancid,1352160000
23277,AQLL2R1PPR46X,B000FI701Y,grumpyrainbow,"These are the best refried beans you can buy.  You won't find the same taste in anything other than homemade.  They are so quick and easy to make.  I add a little bit of salt and some cheese on top, but they can  be flavored any way you like them or they are equally delicious as is.  Never buy the canned ones, even if they are a little cheaper.",5,delicious,1236729600
13286,ALOIZ3JAM6RR5,B0015KAYN2,Cherokeelady,"I can't even begin to describe how wonderful this brand of coconut oil is.  I use it for everything.  I usually don't even use any kind of oil or butter to cook with.  This gives foods an all other flavor.  The flavor doesn't necessarily come out as a strong coconut taste.  It just enhances the food flavor.  If I get any on my hands, I just rub it in and dab a bit on my lips.  I even put a bit in my dogs food.  She loves it as well.  I have tried other brands but they do not seem to have the kind of effect on food as this one and if you want a slight coconut flavor to the food, then this one is it!  Just try cooking fried chicken in it, mmmmm.  Delish!  I will keep buying this one.",5,My opinion......Best on the market!,1384905600
42850,A12MD9H2O3QWKV,B0051WV5K6,Elizabeth,I received some water kefir grains from a friend. They came from dehydrated stock. They never grew and no matter what you fed them it produced no change. I ordered these organically grown grains and what I received were large live grains which have multiplied 100 fold! These are the best grains I have seen. They make wonderful fizzy drinks!,5,Best grains ever!,1358812800
2290,A24N79JNVNFSBV,B005VUILWI,jhcpa,"I've only used one other Stevia product which was very good. This is just as good and does not leave any bitter aftertaste in my opinion. I only use it in my morning coffee- two packets for a 16oz cup. I'd definitely buy this product if I wanted to stick with something organic. However, I personally still prefer Splenda- whether it's good for me or not.",4,Good Taste,1343260800
22088,AWKZAUC0D8DYL,B00DBSFXTQ,"Auskan ""Auskan""","The Mediterranean flavor of these oven-baked pita crackers is fairly mild. - I wouldn't have minded if it were stronger, but at least it wasn't overpowering and the garlic flavor is very mild. They are dry, not oily and crunchy.The triangular cut makes these crackers nice for dipping - they are sturdy and don't break when scooping up the dip. You can also cut up cheese or olives or other toppings to place on the cracker and they will work well for that too.  They are a good size to pop whole into one's mouth.The first ingredient listed is ""wheat flour"" which feels like an attempt at deception, since flour typically does come from wheat unless stated otherwise and it appears that Keebler was trying to make them appear healthier, hoping people would read that as ""whole wheat flour"".  There are also a couple of other flours listed in the ingredients in much smaller quantities: rice flour and oat fiber.  Unfortunately corn syrup is also one of the ingredients listed - a product I try to avoid.  For these reasons I have downgraded the crackers to a 4-star rating, although they really do taste pretty good.",4,Nice snack cracker,1378771200
39905,A1BKX9MC3YAKF8,B001E5DYSU,"Torres ""Yo""","Not bitter but strong, best decaf ever by far. Can't compare to lavazza, which I think is overrated and terrible. 4 stars because of the high cost even though is cheaper here at amazon that in my area,  the Bay Area in California, can't even find it here. BEST TASTING DECAF.",4,The best Decaf coffee by far,1340236800
6089,A2JQ32S2QX5FAB,B000FFLTM8,G. Gables,"Great oatmeal taste with hint of tanginess from the cranberries. Clean, classic and convenient. Perfect for on-the-go and for travel. For instant oatmeal - it's superior. I don't even follow the main directions to add water then microwave it; I just add hot boiled water, wait anywhere from 5-10 minutes and it's perfect.It's a tad sweeter than I prefer (I tend to have a lower tolerance for sweetness than the average person), so I just add more water past the line and it still has a decently thick/gooey consistency; I just have to wait closer to 10 mins. But at least this isn't as sweet as the Quaker Instant Oatmeal or other/generic brands.Of the reviews that say the taste is bad; what?! I have to assume they must not like hot cereal or oatmeal to begin with...? Because I have to say I'm impressed with McDougall's so far. It even resembles steel-cut oatmeal. Will definitely subscribe from now on.",5,My New Favorite Instant Oatmeal!,1356739200
28018,A2O421DTA8J0RW,B00CJXP4JI,"Dogs & Horses ""Spanish Norman Horses""","I have not really been a Half & Half drinker normally - just a tad too much work for my lazy self in the heat of the summer. I make a pitcher of tea or lemonade, but rarely both at once, it's just too hot. This Lipton instant Half & Half is pretty good. It's got that tart lemonade bite at the back of every sip, but leads with the soft, sweetness of good iced tea. It is a bit sweet if you follow the measurements on the can - at least for my tastes. But the beauty of a powder mix is you can adjust up or down until you find the perfect balance. The crystals dissolve very quickly when you stir it in and the flavor is good. This is good enough that within a day we had consumed half a can! (It WAS 102 degrees and the whole family gave it a try) I'll probably keep this in our pantry on a regular basis.",5,Surprisingly good! Little bit tart & little bit mild,1372982400
10316,A325RWA8LHK2QJ,B0014EQHG2,Nettie Scott,V8 vegetable juice has been a staple in our kitchen for decades.  The spicy hot variety adds a little zing without overdoing it.  It is great cold but it is also a really tasty hot drink when microwaved and a little parmesan or blue cheese is added on top.  With crackers and some fruit or veggies it makes a great light lunch or quick snack.  It is also one of the items in my kitchen cabinet that I grab when making soup as it enriches the flavor nicely.  The best thing is to know that I am enjoying something that both tastes good and is for for me.  And subscribe and save makes it a good deal price wise.,5,All around satisfying and healthy drink,1342656000
6370,A2VWDJ206CN52W,B003D4IYYY,Caroline,"Stash Blueberry is loaded with flavor.  I have a cup first thing every morning.  I don't know if it has the properties of fresh blueberries, but that would make it all the better.",5,Top flavor,1366156800
37623,A2YHXAZLCLDT8D,B0017T2MWW,"Mark Smith ""Food lover""",Number one in Japan .. and number one in my bookIt is so great now I can save 15 % now and get it shipped automatically every month.No more lugging it in from the car !!,5,Great tea !!!,1271808000
44701,A3KJF4IC62D5LV,B00GNU6MFI,Stacy at Mom in Training blog,"I was provided with a bottle of Yacon Syrup in exchange for my honest opinions. At first off I was a little unsure about the product due to it's consistency in the bottle and the way it smelled. I just happen to be one of those people driven by the scent of what I consume. But I went ahead and gave it a shot because I'm trying to find a way to cut back on the amount of sugar I use in my beverages like coffee and tea. The first time I used the syrup I used a teaspoon in my cup of morning coffee in place of the usual sugar or flavored creamer I typically use. I was surprised that it had such a good flavor after stirring it in. I like that it gave me the sweet taste I like, but without adding lots of sugar. I haven't really noticed it having any effects on me in the weight loss department, but I also haven't been using it very long either. Hopefully that too comes along as one of the benefits.",4,Great sugar alternative for you coffee,1405987200
18702,A2AQUIHJELUVLE,B001ET5XVW,"Karen B. ""Karen B.""","This Chili Pepper Paste is great and adds flavor to many dishes.  My favorite dish to use it in is an italian lamb ragu made with a leftover lamb bone, a basic marinara and this paste.  I bought it in bulk because the stores near me stopped carrying it.",4,Adds Flavor,1378857600
33216,AK5SUC6HADAVZ,B0002DU87K,"E. Bernardino ""Addicted to the Gold Box""","I've been using Herbamare for years; I first discovered it in a health food store and have buying it ever since. I love the fact that this fine sea salt (originating from Switzerland and now manufactured in France), is infused with 13 different organic herbs and veggies. The flavor of the blend is so satisfying, I use less salt; I put Herbamare on everything, from fish to veggies...I even got my mother hooked on the taste! The 500 gram (1.1 lb.) price on Amazon is better than my local health food stores, so I have been buying it here. So many glowing reviews...there's a reason for it! Try this salt; it will become a staple in your kitchen too.Just an FYI; the container I just received has a June 2016 expiration date, which provides me with over 2 years time to consume, but I doubt very highly if the container will be around that long...:)",5,A Kitchen Staple!,1396396800
4737,A36WGHR8TO5DKT,B003ZIR8YU,"Goldwave ""shopper""","These are excellent little cookies that are almost like candies in many ways (think Twix or Kit-Kat).Each variety does have a different flavor and texture etc.; however honestly the overall effect of most of them is pretty similar.  Not a bad thing necessarily but just so you know.I got a seemingly giant, rectangular, pretty red tin with two trays filled with a lot of cookies (each tray has the same assortment).  There are two types of cookies that are predominantly white chocolate, with a third which is half-white and half-regular.  Then the rest are either dark or milk chocolate.  The cookies are what I would say is normal sized (i.e., for most people that would be two to four bites per cookie).  Inside the tin's lid is a chart describing each type and pointing out which ones have nuts, etc.These cookies seem to melt easily.  I took a chance on the end of the winter season in Florida, and they arrived sort of stuck together in their compartments, but generally I was able to break them apart.  Still I noticed that at room temperature they did get a little soft, such that they will easily leave chocolate on your fingers.  I just kept them in the refrigerator to get around that problem.I would say there are about 5-6 cookies of each type in its own compartment in the tray; so with two trays you are getting roughly a dozen of each type.  Some are much bigger than others, or thicker, so you get only 4 of that type.  But, it's a lot of cookies.I'm not really a tin collector, but I thought this really sturdy, pretty red tin was an added-value perk of this product.  It's a useful size for a lot of things and isn't covered with hokey illustrations like a lot of tins are.  Mine had a subtle textural patterning; unsure if they are all the same, as the photo on Amazon appears to show a tin that is shaped differently than the one I received.I would probably order these only occasionally, and during the cooler winter season, because they are so rich.  By the time we got to the end of the box, I experienced a sort of burn-out with them.",5,Good although in truth pretty repetitive in flavors,1398816000
19175,A3H7NPNDMGLOU4,B0052OOLZY,"Amazon Enthusiast ""The Lucky One""","I'm a big ""black coffee"" fan & drink it regularly (translation:  if I'm not shaking, I need another cup).I USED to brew it from freshly ground beans or a favorite custom pre-ground coffee, till I discovered this at a local Mexican market (I live in Texas).  This is a great, dark-roasted, very strong (mas fuerte) black coffee.  DELICIOUS!  If you like to drink plain, black coffee, you know that taste matters.  This one has it & is one of my favorites.  I truly don't understand why people pay so much for coffee pods when they could just drink Clasico.  But to each his own; try it, I think you'll love it!UPDATE 3/7/14:  Just an FYI:  dark roast coffees tend to have LESS caffeine than lighter-roast coffees.  According to Nescafe, a typical cup of Clasico contains 57-65 mg of caffeine.",5,"Clasico:  A Delicious, Dark Roast INSTANT Coffee:  Favorite in Latin America & Mexico",1389830400
13702,A340T3DDR0ZTZ6,B000M9N1N2,"TMarie ""Corndotz1""","I love spicy, I love curry and I love vegetables, so I really love this meal.  The curry is hearty and filling, especially for lunch.  It only takes 2 minutes to heat, so it is great for a quick lunch if you are busy working.",5,My favorite prepackaged Indian meal,1335139200
40680,A3470QQCHMBDPK,B002YR7A9Q,Robert G. Smith,It is great to have this coconut unsweetened and shredded to use in my breakfast of oatmeal which is healthier to have sweetened with raw honey.,5,excellent coconut,1385510400
22397,AFK893ELKDPY,B007B9WAH4,Irene Watson,"If you are thinking this ice tea is sweetened with honey only don't buy it.  Yes, it has honey as a sweetener but it's ""honey granules (sugar, honey.)"" As well, other sweeteners are sucralose, maltodextrin, and isomalt.  These ingredients are not disclosed in the description but they are on the package.  I have no idea how it tastes because I didn't taste it; my preference is not to ingest chemical sweeteners or sugar.  In addition, one 8-ounce serving has 10 mg caffeine; one packet is two servings.I'm only giving this product 1-star because of  lack of disclosure.  When I read the description in the Vine Newsletter I was under the impression this product was sweetened with honey only. This is not the case.  If you don't mind sugar or chemical sweeteners then I suggest you read other reviews about flavor.",1,Not only sweetened with honey,1332115200
40450,AO7EM9CGE117F,B000RADQL8,C. Norris,This product tastes very good - almost like fresh juice from a lemon. It came packaged very well - wrapped and re-wrapped to prevent breakage. I'll purchase again!,5,Great taste!,1344384000
