id,tweet_text,Entity,Label,Start,End
637287572310351873,"RT @WhiteHouse: ""You know the sun comes out after every storm."" --@POTUS on the progress since Katrina and the work still ahead: http://t.co...",http://t.co,PERSON,129,140
656601617555320832,RT @WhiteHouse: What's it like to call space? Watch @POTUS call the astronauts on the @Space_Station. #AstronomyNight https://t.co/cgQIoOb2...,AstronomyNight,PERSON,103,117
515230030390382592,How President Obama is answering the call to #ActOnClimate. http://t.co/ngFpcc4sb2,Obama,PERSON,14,19
515230030390382592,How President Obama is answering the call to #ActOnClimate. http://t.co/ngFpcc4sb2,http://t.co/ngFpcc4sb2,LOC,60,82
535909454378573824,"""We didn't raise the Statue of Liberty with her back to the world--we did it with her light shining."" --President Obama #ImmigrationAction",the Statue of Liberty,FAC,17,38
543453613830320128,RT @EnrollAmerica: Give yourself a #Healthy2015 by getting covered today! @GetCoveredUS is here to help: http://t.co/vfn15euqzQ http://t.co...,today,DATE,67,72
533703368225476609,"Thanks to health care reform, Doris finally has an affordable plan. http://t.co/VvDJo9e7X6 #ThisIsWhy http://t.co/aJE1yeoHjC",Doris,ORG,30,35
533703368225476609,"Thanks to health care reform, Doris finally has an affordable plan. http://t.co/VvDJo9e7X6 #ThisIsWhy http://t.co/aJE1yeoHjC",ThisIsWhy,MONEY,92,101
522177208631455745,LAST CALL: Add your name tonight to tell the EPA you support cutting carbon pollution. http://t.co/0yKo0i4uPh,tonight,TIME,25,32
522177208631455745,LAST CALL: Add your name tonight to tell the EPA you support cutting carbon pollution. http://t.co/0yKo0i4uPh,EPA,ORG,45,48
751428889348493312,"RT @WhiteHouse: ""We stand united with the people and the police department in Dallas."" --@POTUS on last night's attack in #Dallas: https://t...",Dallas,GPE,78,84
751428889348493312,"RT @WhiteHouse: ""We stand united with the people and the police department in Dallas."" --@POTUS on last night's attack in #Dallas: https://t...",last night's,TIME,99,111
751428889348493312,"RT @WhiteHouse: ""We stand united with the people and the police department in Dallas."" --@POTUS on last night's attack in #Dallas: https://t...",Dallas,GPE,123,129
723903245848973312,"""From our family to yours, chag sameach."" --President Obama #Passover",chag sameach,PERSON,27,39
658746411077406720,"RT @FactsOnClimate: In 2030, the #CleanPowerPlan will PREVENT:
300,000 missed work days and school days.
1,700 non-fatal heart attacks. htt...",2030,DATE,23,27
658746411077406720,"RT @FactsOnClimate: In 2030, the #CleanPowerPlan will PREVENT:
300,000 missed work days and school days.
1,700 non-fatal heart attacks. htt...",CleanPowerPlan,PRODUCT,34,48
658746411077406720,"RT @FactsOnClimate: In 2030, the #CleanPowerPlan will PREVENT:
300,000 missed work days and school days.
1,700 non-fatal heart attacks. htt...","300,000",CARDINAL,63,70
658746411077406720,"RT @FactsOnClimate: In 2030, the #CleanPowerPlan will PREVENT:
300,000 missed work days and school days.
1,700 non-fatal heart attacks. htt...",school days,DATE,92,103
658746411077406720,"RT @FactsOnClimate: In 2030, the #CleanPowerPlan will PREVENT:
300,000 missed work days and school days.
1,700 non-fatal heart attacks. htt...","1,700",CARDINAL,105,110
684480941453004800,RT @questlove: In light of all that was experienced in 2015 #StopGunViolence shouldn't even be a question amongst US citizens. Been saying ...,2015,DATE,55,59
684480941453004800,RT @questlove: In light of all that was experienced in 2015 #StopGunViolence shouldn't even be a question amongst US citizens. Been saying ...,StopGunViolence,PERSON,61,76
684480941453004800,RT @questlove: In light of all that was experienced in 2015 #StopGunViolence shouldn't even be a question amongst US citizens. Been saying ...,US,GPE,114,116
591304624855998465,Here's a reminder from @GinaEPA of a few challenges the EPA has conquered in the past: http://t.co/voNhiOhjX6 #ActOnClimate,@GinaEPA,ORG,23,31
591304624855998465,Here's a reminder from @GinaEPA of a few challenges the EPA has conquered in the past: http://t.co/voNhiOhjX6 #ActOnClimate,EPA,ORG,56,59
657263765071597568,LIVE: President Obama is hosting a panel at the White House on criminal justice reform. https://t.co/mAtffm9LmG,Obama,PERSON,16,21
657263765071597568,LIVE: President Obama is hosting a panel at the White House on criminal justice reform. https://t.co/mAtffm9LmG,the White House,FAC,44,59
678254337798201344,"In the weekly address, President Obama gives a roundup of the top ten things that happened in 2015. Watch: https://t.co/8CBy0inbgq",weekly,DATE,7,13
678254337798201344,"In the weekly address, President Obama gives a roundup of the top ten things that happened in 2015. Watch: https://t.co/8CBy0inbgq",Obama,PERSON,33,38
678254337798201344,"In the weekly address, President Obama gives a roundup of the top ten things that happened in 2015. Watch: https://t.co/8CBy0inbgq",ten,CARDINAL,66,69
678254337798201344,"In the weekly address, President Obama gives a roundup of the top ten things that happened in 2015. Watch: https://t.co/8CBy0inbgq",2015,DATE,94,98
663836262676234240,LIVE: President Obama is speaking to @OFA volunteers at the #OFAFallSummit. https://t.co/Ao84Izvixv,Obama,PERSON,16,21
633317844223000576,Take a stand with state leaders committed to #ActOnClimate. Show your support for the Clean Power Plan: http://t.co/yo59OncP6E,the Clean Power Plan,LAW,82,102
551512843619934208,Watch the weekly address: @VP Biden wants people to #GetCovered in the new year. http://t.co/qgvyiUqMAy,weekly,DATE,10,16
551512843619934208,Watch the weekly address: @VP Biden wants people to #GetCovered in the new year. http://t.co/qgvyiUqMAy,GetCovered,PERSON,53,63
551512843619934208,Watch the weekly address: @VP Biden wants people to #GetCovered in the new year. http://t.co/qgvyiUqMAy,the new year,DATE,67,79
639806230110842881,"The economy added 173,000 jobs in August--a record-breaking 66 consecutive months of private-sector job growth.","173,000",CARDINAL,18,25
639806230110842881,"The economy added 173,000 jobs in August--a record-breaking 66 consecutive months of private-sector job growth.",August,DATE,34,40
639806230110842881,"The economy added 173,000 jobs in August--a record-breaking 66 consecutive months of private-sector job growth.",66 consecutive months,DATE,60,81
547131962620915712,It's the holiday season--sign this card for President Obama: http://t.co/1hMgLtyJF4,the holiday season,DATE,5,23
547131962620915712,It's the holiday season--sign this card for President Obama: http://t.co/1hMgLtyJF4,Obama,PERSON,54,59
607922469224071169,Stand up for expanding #CollegeOpportunity for hard-working students: http://t.co/pTyByoRWiB http://t.co/6CzJziVTGw,CollegeOpportunity,ORG,24,42
686966611064926208,One last time. #SOTU https://t.co/Fu9YeOQG9D,One,CARDINAL,0,3
686966611064926208,One last time. #SOTU https://t.co/Fu9YeOQG9D,SOTU,ORG,16,20
733327042255560704,Stand up for middle-class workers--add your name to support the Obama administration's new #overtime rule: https://t.co/SCLjZFP6aX,Obama,LOC,64,69
682658924248600577,Thinking of ways you can help out over the next year? Look no further: https://t.co/BhXZzzrqqt https://t.co/dYSv2HwKjW,the next year,DATE,39,52
517754067523604481,"""It is the American people who have made the progress of the last six years possible."" --President Obama #AmericaLeads",American,NORP,11,19
517754067523604481,"""It is the American people who have made the progress of the last six years possible."" --President Obama #AmericaLeads",the last six years,DATE,57,75
717073479095361536,An overwhelming majority of Americans want a fair #SCOTUS nomination process--add your name if you're one of them: https://t.co/rC9AMKaQVm,Americans,NORP,28,37
717073479095361536,An overwhelming majority of Americans want a fair #SCOTUS nomination process--add your name if you're one of them: https://t.co/rC9AMKaQVm,SCOTUS,MONEY,51,57
717073479095361536,An overwhelming majority of Americans want a fair #SCOTUS nomination process--add your name if you're one of them: https://t.co/rC9AMKaQVm,one,CARDINAL,102,105
662352851834814464,"""When we have a level playing field, Americans out-compete anyone in the world."" --President Obama https://t.co/xShwzu6OQF #LeadOnTrade",Americans,NORP,37,46
567842886013739008,"RT @WhiteHouse: BREAKING: About 11.4 million Americans are signed up for private health coverage. #11MillionAndCounting #ACAWorks
https://t...",About 11.4 million,CARDINAL,26,44
567842886013739008,"RT @WhiteHouse: BREAKING: About 11.4 million Americans are signed up for private health coverage. #11MillionAndCounting #ACAWorks
https://t...",Americans,NORP,45,54
567842886013739008,"RT @WhiteHouse: BREAKING: About 11.4 million Americans are signed up for private health coverage. #11MillionAndCounting #ACAWorks
https://t...",#11MillionAndCounting #,MONEY,98,121
659395222992896002,America's mayors are calling for Congress to #DoSomething about gun violence. https://t.co/tijFKUT4lI,America,GPE,0,7
659395222992896002,America's mayors are calling for Congress to #DoSomething about gun violence. https://t.co/tijFKUT4lI,Congress,ORG,33,41
659395222992896002,America's mayors are calling for Congress to #DoSomething about gun violence. https://t.co/tijFKUT4lI,DoSomething,PERSON,46,57
557728208251289601,"""We still need laws that strengthen rather than weaken unions, and give American workers a voice."" --President Obama #SOTU #AmericaLeads",American,NORP,72,80
557728208251289601,"""We still need laws that strengthen rather than weaken unions, and give American workers a voice."" --President Obama #SOTU #AmericaLeads",SOTU,ORG,118,122
661639052249157632,RT @OFA: Great news: Montana just became the 30th state to put #PeopleOverPolitics and expand Medicaid. https://t.co/hwQM1YJnID,Montana,GPE,21,28
661639052249157632,RT @OFA: Great news: Montana just became the 30th state to put #PeopleOverPolitics and expand Medicaid. https://t.co/hwQM1YJnID,30th,ORDINAL,45,49
661639052249157632,RT @OFA: Great news: Montana just became the 30th state to put #PeopleOverPolitics and expand Medicaid. https://t.co/hwQM1YJnID,PeopleOverPolitics,PERSON,64,82
661639052249157632,RT @OFA: Great news: Montana just became the 30th state to put #PeopleOverPolitics and expand Medicaid. https://t.co/hwQM1YJnID,Medicaid,ORG,94,102
717385312272420866,LIVE: President Obama is delivering a statement on the economy. https://t.co/7u5ZLGAoK4,Obama,PERSON,16,21
687107588022902784,"""Democracy grinds to a halt without a willingness to compromise."" --President Obama #SOTU",SOTU,ORG,85,89
510451255114608640,RT @billclinton: #OTD in '94 I welcomed the 1st class of @Americorps. Grateful to the 900K members who've kept the spirit of service alive ...,OTD,PERSON,18,21
510451255114608640,RT @billclinton: #OTD in '94 I welcomed the 1st class of @Americorps. Grateful to the 900K members who've kept the spirit of service alive ...,'94,DATE,25,28
510451255114608640,RT @billclinton: #OTD in '94 I welcomed the 1st class of @Americorps. Grateful to the 900K members who've kept the spirit of service alive ...,1st,ORDINAL,44,47
510451255114608640,RT @billclinton: #OTD in '94 I welcomed the 1st class of @Americorps. Grateful to the 900K members who've kept the spirit of service alive ...,K,ORG,89,90
520585263748104192,"""It's long past time for us to raise the minimum wage."" -- President Obama #With1010 http://t.co/ByAFcu1UVL",Obama #With1010,PERSON,69,84
748282545674977281,Add your name if you agree: Climate change is real and it's going to take global action to tackle it. https://t.co/HC4QGNDFWC #ActOnClimate,https://t.co/HC4QGNDFWC #ActOnClimate,PERSON,102,139
577899060276772864,Happy Saint Patrick's Day. http://t.co/i2hxSFrYGB,Happy Saint Patrick's Day,PERSON,0,25
692774847080824833,The open enrollment period ends on Sunday--talk to your friends about how they can #GetCovered: https://t.co/kWeRXI249K,Sunday,DATE,35,41
692774847080824833,The open enrollment period ends on Sunday--talk to your friends about how they can #GetCovered: https://t.co/kWeRXI249K,GetCovered,PERSON,84,94
745687620957548545,RT @repjohnlewis: My colleagues &amp; I have had enough. We are sitting-in on the House Floor until we get a vote to address gun violence. http...,House,ORG,82,87
504305387835645952,"""Upholding our trust with our veterans is not just a matter of policy--it's a moral obligation."" --President Obama at #ALConvention",ALConvention,PERSON,119,131
687355528297578496,RSVP for @OFA's call with @VP Biden at 3:15 p.m. ET today. You don't want to miss it: https://t.co/OHdbzd4MEh https://t.co/9iqaRMiZ92,3:15 p.m. ET,TIME,39,51
687355528297578496,RSVP for @OFA's call with @VP Biden at 3:15 p.m. ET today. You don't want to miss it: https://t.co/OHdbzd4MEh https://t.co/9iqaRMiZ92,today,DATE,52,57
639524998030295040,RT @CNNPolitics: .@POTUS busts a move with Alaskan middle schoolers http://t.co/1DzLfhMDtk  #ObamaAK #Alaska via @KristenhCNN http://t.co/v...,Alaskan,NORP,43,50
639524998030295040,RT @CNNPolitics: .@POTUS busts a move with Alaskan middle schoolers http://t.co/1DzLfhMDtk  #ObamaAK #Alaska via @KristenhCNN http://t.co/v...,#ObamaAK #Alaska,MONEY,92,108
639524998030295040,RT @CNNPolitics: .@POTUS busts a move with Alaskan middle schoolers http://t.co/1DzLfhMDtk  #ObamaAK #Alaska via @KristenhCNN http://t.co/v...,http://t.co/v...,CARDINAL,126,142
565233649583259648,It's time to #GetCovered. Watch: http://t.co/EpFCypkQWH,GetCovered,PERSON,14,24
641719412249104384,"""I believe that working Americans should have the basic security of paid leave."" --President Obama #LeadOnLeave http://t.co/ynIFoRouyj",Americans,NORP,24,33
621076671349702656,"""Justice is not only the absence of oppression--it is the presence of opportunity."" --President Obama",Justice,ORG,1,8
639129833713201152,President Obama is highlighting the effects of climate climate during his trip to Alaska. Check it out: http://t.co/Skkh8ciLsE,Obama,PERSON,10,15
639129833713201152,President Obama is highlighting the effects of climate climate during his trip to Alaska. Check it out: http://t.co/Skkh8ciLsE,Alaska,GPE,82,88
614452483994185729,"""This morning the Supreme Court recognized the Constitution guarantees marriage equality."" --President Obama #LoveWins",This morning,TIME,1,13
614452483994185729,"""This morning the Supreme Court recognized the Constitution guarantees marriage equality."" --President Obama #LoveWins",the Supreme Court,ORG,14,31
614452483994185729,"""This morning the Supreme Court recognized the Constitution guarantees marriage equality."" --President Obama #LoveWins",Constitution,LAW,47,59
503964455479574529,Congress needs to act to build economic #OpportunityForAll: http://t.co/U6ILIOxf35,Congress,ORG,0,8
503964455479574529,Congress needs to act to build economic #OpportunityForAll: http://t.co/U6ILIOxf35,http://t.co/U6ILIOxf35,CARDINAL,60,82
557736363882471424,Retweet if you agree: #LoveIsLove. #SOTU http://t.co/rDiOb8I6w1,SOTU,PERSON,36,40
514129147799425024,Watch this video about the Earth's climate changing at an unprecedented rate: http://t.co/WlZdS5PMLa #ActOnClimate,Earth,LOC,27,32
569943792410701824,"RT @WhiteHouse: ""In America, after a lifetime of hard work, you should be able to retire with dignity and a sense of security."" --Obama #Pro...",America,GPE,20,27
569943792410701824,"RT @WhiteHouse: ""In America, after a lifetime of hard work, you should be able to retire with dignity and a sense of security."" --Obama #Pro...",Pro,PERSON,137,140
565257332469534722,It's the final countdown: Only five days left in the enrollment period. #GetCovered now. http://t.co/iToBPhVVmy http://t.co/hYgwhVrPa7,Only five days,DATE,26,40
565257332469534722,It's the final countdown: Only five days left in the enrollment period. #GetCovered now. http://t.co/iToBPhVVmy http://t.co/hYgwhVrPa7,GetCovered,PERSON,73,83
776134671415451648,"RT @cspan: .@RepJohnLewis on #GunViolence: ""The time for silence is over."" https://t.co/zUUX02jNnN",GunViolence,PERSON,30,41
517751996234084353,"""Let's catch up to 2014."" --President Obama on #EqualPay for women",2014,DATE,19,23
517751996234084353,"""Let's catch up to 2014."" --President Obama on #EqualPay for women",EqualPay,PERSON,48,56
591240378147287040,RT @WhiteHouse: President Obama will deliver a statement from the White House Briefing Room at 10am ET. Watch here - http://t.co/gOsq0AWf0I,Obama,PERSON,26,31
591240378147287040,RT @WhiteHouse: President Obama will deliver a statement from the White House Briefing Room at 10am ET. Watch here - http://t.co/gOsq0AWf0I,the White House Briefing Room,FAC,62,91
591240378147287040,RT @WhiteHouse: President Obama will deliver a statement from the White House Briefing Room at 10am ET. Watch here - http://t.co/gOsq0AWf0I,10,CARDINAL,95,97
557722945557368832,"""Our unemployment rate is now lower than it was before the financial crisis."" --President Obama #SOTU",SOTU,ORG,97,101
574228892820586496,WATCH: President Obama discusses the need to encourage the education of girls around the globe. http://t.co/vtisyocnkt #LetGirlsLearn,Obama,PERSON,17,22
776872058089267201,"Six months is long enough, senators. It's time to #DoYourJob and give Judge Garland a hearing. https://t.co/A2Yedmhuw6",Six months,DATE,0,10
776872058089267201,"Six months is long enough, senators. It's time to #DoYourJob and give Judge Garland a hearing. https://t.co/A2Yedmhuw6",Garland,PERSON,76,83
628965547690954752,"""In July, we reached a comprehensive plan of action that meets our objectives."" --President Obama #IranDeal",July,DATE,4,8
663060712923783168,"""For the first time, more than 90% of Americans are covered."" --President Obama https://t.co/oEk3RYamsm #GetCovered",first,ORDINAL,9,14
663060712923783168,"""For the first time, more than 90% of Americans are covered."" --President Obama https://t.co/oEk3RYamsm #GetCovered",more than 90%,PERCENT,21,34
663060712923783168,"""For the first time, more than 90% of Americans are covered."" --President Obama https://t.co/oEk3RYamsm #GetCovered",Americans,NORP,38,47
663060712923783168,"""For the first time, more than 90% of Americans are covered."" --President Obama https://t.co/oEk3RYamsm #GetCovered",GetCovered,PERSON,105,115
576500839767904256,Read how the Obama administration is fighting state bans on same-sex marriage: http://t.co/uAjlQQ5jho #LoveIsLove,Obama,LOC,13,18
526811998302904320,RT @WhiteHouse: Share the news: Our manufacturers are adding jobs at the fastest pace since the 1990s. #MadeInAmerica http://t.co/bdhzFLfRCJ,the 1990s,DATE,92,101
685163038169640960,Watch what President Obama has to say about his final #SOTU. https://t.co/vPX1syTKuv,Obama,PERSON,21,26
685163038169640960,Watch what President Obama has to say about his final #SOTU. https://t.co/vPX1syTKuv,SOTU,ORG,55,59
685163038169640960,Watch what President Obama has to say about his final #SOTU. https://t.co/vPX1syTKuv,https://t.co/vPX1syTKuv,CARDINAL,61,84
753658746849505280,Stay in touch with the latest news--join the @OFA Truth Team: https://t.co/7KhfzVgngW https://t.co/4JlimjSOUx,Truth Team,ORG,50,60
542755471753375744,Celebrate the holiday season with the ones you love--and make sure they #GetCovered: http://t.co/V9Pbj7zBTC,the holiday season,DATE,10,28
542755471753375744,Celebrate the holiday season with the ones you love--and make sure they #GetCovered: http://t.co/V9Pbj7zBTC,GetCovered,PERSON,73,83
654390469539966976,Hundreds of organizers recently gathered in New Mexico to celebrate progress on health care reform. Read more: http://t.co/k89X7zL294,Hundreds,CARDINAL,0,8
654390469539966976,Hundreds of organizers recently gathered in New Mexico to celebrate progress on health care reform. Read more: http://t.co/k89X7zL294,New Mexico,GPE,44,54
655044408270680065,Add your name to the thousands of people asking Congress to stand up and #DoSomething about gun violence: http://t.co/S2Y1Mk6iWK,thousands,CARDINAL,21,30
655044408270680065,Add your name to the thousands of people asking Congress to stand up and #DoSomething about gun violence: http://t.co/S2Y1Mk6iWK,Congress,ORG,48,56
655044408270680065,Add your name to the thousands of people asking Congress to stand up and #DoSomething about gun violence: http://t.co/S2Y1Mk6iWK,DoSomething,PERSON,74,85
526032301306966016,Watch the weekly address: President Obama discusses the measures taken to respond to Ebola at home and abroad. http://t.co/tPLL1RirqG,weekly,DATE,10,16
526032301306966016,Watch the weekly address: President Obama discusses the measures taken to respond to Ebola at home and abroad. http://t.co/tPLL1RirqG,Obama,PERSON,36,41
646064017253904384,Read how @OFA volunteers in Tucson are working hard to bring change to their community. http://t.co/oMXhaZuidu,Tucson,GPE,28,34
687102974137483264,"""On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year."" --President Obama #ActOnClimate #SOTU",Arizona,GPE,18,25
687102974137483264,"""On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year."" --President Obama #ActOnClimate #SOTU",New York,GPE,29,37
687102974137483264,"""On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year."" --President Obama #ActOnClimate #SOTU",Americans,NORP,55,64
687102974137483264,"""On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year."" --President Obama #ActOnClimate #SOTU",tens of millions of dollars,MONEY,65,92
687102974137483264,"""On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year."" --President Obama #ActOnClimate #SOTU",Obama,DATE,114,119
687102974137483264,"""On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year."" --President Obama #ActOnClimate #SOTU",SOTU,ORG,135,139
687099249146761216,"""We have to make college affordable for every American."" --President Obama #CollegeOpportunity #SOTU",American,NORP,46,54
687099249146761216,"""We have to make college affordable for every American."" --President Obama #CollegeOpportunity #SOTU",SOTU,ORG,96,100
714906419003195392,Ever met a music legend? Here's your chance--meet James Taylor in Chicago this summer: https://t.co/6QAeg2ZqxX https://t.co/Q0EyXlAXA4,James Taylor,PERSON,50,62
714906419003195392,Ever met a music legend? Here's your chance--meet James Taylor in Chicago this summer: https://t.co/6QAeg2ZqxX https://t.co/Q0EyXlAXA4,Chicago,GPE,66,73
714906419003195392,Ever met a music legend? Here's your chance--meet James Taylor in Chicago this summer: https://t.co/6QAeg2ZqxX https://t.co/Q0EyXlAXA4,this summer,DATE,74,85
763116189220347904,Judge Garland has now waited 146 days. That's shameful--and irresponsible. #DoYourJob https://t.co/JaP7YUQyOV,Garland,PERSON,6,13
763116189220347904,Judge Garland has now waited 146 days. That's shameful--and irresponsible. #DoYourJob https://t.co/JaP7YUQyOV,146 days,DATE,29,37
543449650661826561,Exercise and health insurance: Two ways to have a #Healthy2015. http://t.co/0TWCz2tIhm http://t.co/6nibxbWHJN,Two,CARDINAL,31,34
543449650661826561,Exercise and health insurance: Two ways to have a #Healthy2015. http://t.co/0TWCz2tIhm http://t.co/6nibxbWHJN,Healthy2015,MONEY,51,62
509732449320857600,"Raising the wage, equal pay for equal work, reining in student loan debt--go #OnTheRecord in support of action: http://t.co/8HWX0xCOSD",OnTheRecord,PERSON,78,89
785912543210377216,Don't stand idly by while Senate leaders continue to block Judge Garland from a fair hearing and vote: https://t.co/TSavHP3mHg #DoYourJob,Senate,ORG,26,32
785912543210377216,Don't stand idly by while Senate leaders continue to block Judge Garland from a fair hearing and vote: https://t.co/TSavHP3mHg #DoYourJob,Garland,PERSON,65,72
738155058177576960,LAST CHANCE: Keep calm and enter before the midnight deadline. https://t.co/GRHmsl26Hd https://t.co/RJxiN938k8,midnight,TIME,44,52
574310317263618049,"""This is work for all Americans, and not just some. Not just whites. Not just blacks."" --President Obama #Selma50 #MarchOn",Americans,NORP,22,31
557613911835672576,Watch: President Obama gives a behind-the-scenes look into tonight's #SOTU address. http://t.co/bCW5Kt2Jb4,Obama,PERSON,17,22
557613911835672576,Watch: President Obama gives a behind-the-scenes look into tonight's #SOTU address. http://t.co/bCW5Kt2Jb4,tonight,TIME,59,66
557613911835672576,Watch: President Obama gives a behind-the-scenes look into tonight's #SOTU address. http://t.co/bCW5Kt2Jb4,SOTU,ORG,70,74
648603950417993732,This movement started with grassroots supporters just like you. Help keep it going--chip in $5 or more today: http://t.co/L5qG329kPg,5,MONEY,93,94
648603950417993732,This movement started with grassroots supporters just like you. Help keep it going--chip in $5 or more today: http://t.co/L5qG329kPg,today,DATE,103,108
609384755398885376,This is what's at stake for workers across the country if Congress votes no on expanding TAA: http://t.co/AdFNJVUny0,Congress,ORG,58,66
609384755398885376,This is what's at stake for workers across the country if Congress votes no on expanding TAA: http://t.co/AdFNJVUny0,TAA,ORG,89,92
609384755398885376,This is what's at stake for workers across the country if Congress votes no on expanding TAA: http://t.co/AdFNJVUny0,http://t.co/AdFNJVUny0,CARDINAL,94,116
621078447293628416,"""If we keep taking steps toward a more perfect union ... America will move forward. There's nothing we can't do."" --President Obama",America,GPE,57,64
756185920663986180,"By almost every economic measure, our economy is better off than it was eight years ago. https://t.co/iWSkzgSIkG",eight years ago,DATE,72,87
756185920663986180,"By almost every economic measure, our economy is better off than it was eight years ago. https://t.co/iWSkzgSIkG",https://t.co/iWSkzgSIkG,ORG,89,112
661971091053670400,Finding a plan that fits your needs is easy. Check out your options and #GetCovered: https://t.co/1McmRF5opi https://t.co/xX0cVzJgxb,GetCovered,PERSON,73,83
574307813364727808,"""What greater form of patriotism is there than the belief that America is not yet finished."" --President Obama #Selma50 #MarchOn",America,GPE,63,70
574307813364727808,"""What greater form of patriotism is there than the belief that America is not yet finished."" --President Obama #Selma50 #MarchOn",MarchOn,PERSON,121,128
776460530584133633,"President Obama just made history by protecting nearly 5,000 square miles off the New England coast. https://t.co/i8MAFYU60k #OurOcean",Obama,PERSON,10,15
776460530584133633,"President Obama just made history by protecting nearly 5,000 square miles off the New England coast. https://t.co/i8MAFYU60k #OurOcean","nearly 5,000 square miles",QUANTITY,48,73
776460530584133633,"President Obama just made history by protecting nearly 5,000 square miles off the New England coast. https://t.co/i8MAFYU60k #OurOcean",New England,LOC,82,93
647089389743538177,Change starts with people working together. Read how volunteers in Tucson are organizing to make change a reality: http://t.co/9DZsoYQhQX,Tucson,GPE,67,73
