id,tweet_text,Entity,Label,Start,End
669248757687455744,".@Forbes contributor calls on states across Midwest, ""show me more Indiana-like policies"" #AStateThatWorks https://t.co/IIdxClHjhk",AStateThatWorks,PERSON,91,106
732976759633641472,RT @Indiana_EDC: WATCH: @GovPenceIN speaks @ the Studebaker groundbreaking in @CityofSouthBend #INRegionalCities https://t.co/fa9Zv4haM5,Studebaker,ORG,49,59
716388158284382208,"""When they shook hands, the Lewis &amp; Clark expedition began."" Enjoyed visiting Falls of the Ohio St Park! @INdnrnews https://t.co/tjBiuiOjfP",Lewis &amp,ORG,28,38
716388158284382208,"""When they shook hands, the Lewis &amp; Clark expedition began."" Enjoyed visiting Falls of the Ohio St Park! @INdnrnews https://t.co/tjBiuiOjfP",Clark,PERSON,40,45
716388158284382208,"""When they shook hands, the Lewis &amp; Clark expedition began."" Enjoyed visiting Falls of the Ohio St Park! @INdnrnews https://t.co/tjBiuiOjfP",the Ohio St Park,FAC,91,107
674654851289104384,"Today, I joined state and local leaders to open the new 27-mile stretch of I-69 Section 4  https://t.co/8g8qKrexMW https://t.co/MMKL5OECU4",Today,DATE,0,5
674654851289104384,"Today, I joined state and local leaders to open the new 27-mile stretch of I-69 Section 4  https://t.co/8g8qKrexMW https://t.co/MMKL5OECU4",https://t.co/8g8qKrexMW,CARDINAL,91,114
751501962076651520,Privileged to address the 98th annual @IndyLegion Convention this afternoon. Thank you for your service! https://t.co/E17OZwo3z9,98th,ORDINAL,26,30
751501962076651520,Privileged to address the 98th annual @IndyLegion Convention this afternoon. Thank you for your service! https://t.co/E17OZwo3z9,annual @IndyLegion,EVENT,31,49
751501962076651520,Privileged to address the 98th annual @IndyLegion Convention this afternoon. Thank you for your service! https://t.co/E17OZwo3z9,this afternoon,TIME,61,75
799252035933704193,RT @Indiana_EDC: Tsuchiya Group North America announced plans to invest $9.2 million to construct a new headquarters and R&amp;D center in Bloo...,Tsuchiya Group North America,ORG,17,45
799252035933704193,RT @Indiana_EDC: Tsuchiya Group North America announced plans to invest $9.2 million to construct a new headquarters and R&amp;D center in Bloo...,$9.2 million,MONEY,72,84
799252035933704193,RT @Indiana_EDC: Tsuchiya Group North America announced plans to invest $9.2 million to construct a new headquarters and R&amp;D center in Bloo...,R&amp;D center,FAC,121,135
799252035933704193,RT @Indiana_EDC: Tsuchiya Group North America announced plans to invest $9.2 million to construct a new headquarters and R&amp;D center in Bloo...,Bloo,LOC,139,143
786215475025817601,Auto Supplier Picks Jennings County For Expansion https://t.co/WbLHX7TxYN @IIB,Jennings County,GPE,20,35
752596154064314368,"#ICYMI Today, we kicked off the first leg of Cops Cycling for Survivors. To follow their journey across IN, visit: https://t.co/LJMzqGyLNr",ICYMI,PERSON,1,6
752596154064314368,"#ICYMI Today, we kicked off the first leg of Cops Cycling for Survivors. To follow their journey across IN, visit: https://t.co/LJMzqGyLNr",Today,DATE,7,12
752596154064314368,"#ICYMI Today, we kicked off the first leg of Cops Cycling for Survivors. To follow their journey across IN, visit: https://t.co/LJMzqGyLNr",first,ORDINAL,32,37
752596154064314368,"#ICYMI Today, we kicked off the first leg of Cops Cycling for Survivors. To follow their journey across IN, visit: https://t.co/LJMzqGyLNr",Cops Cycling for Survivors,ORG,45,71
690212439628124160,"That's why, last fall I outlined a plan to invest another $1 billion in our state-maintained roads and bridges without raising taxes @93wibc",$1 billion,MONEY,58,68
735887418893557760,RT @LGHolcomb: All of us thank RollingThunder 4 keeping 83k POW/MIA Vets in minds &amp; hearts of Americans.God speed on ur trip to DC https://...,POW/MIA Vets,ORG,60,72
735887418893557760,RT @LGHolcomb: All of us thank RollingThunder 4 keeping 83k POW/MIA Vets in minds &amp; hearts of Americans.God speed on ur trip to DC https://...,Americans,NORP,98,107
659853125365465088,Congratulations to my friend @SpeakerRyan for being elected Speaker of the House. Thank you for answering the call to serve.,House,ORG,75,80
712377131817369600,This is a vote of confidence in Hoosiers &amp; our business-friendly environment @HondaIndiana https://t.co/GPfm42UYuO,Hoosiers &amp,ORG,32,45
682286912661360640,RT @Indiana_EDC: There's big plans for the Evansville airport. WATCH: https://t.co/gegJHeftu7 #INRegionalCities @FlyEVV @GovPenceIN https:/...,Evansville,GPE,43,53
641322349732737025,"RT @Indiana_EDC: ""We're here to 1st &amp; foremost to celebrate impact that Capeable will have on individuals &amp; families."" -@GovPenceIN http://...",1st &amp,ORG,32,40
641322349732737025,"RT @Indiana_EDC: ""We're here to 1st &amp; foremost to celebrate impact that Capeable will have on individuals &amp; families."" -@GovPenceIN http://...",Capeable,ORG,76,84
715215341761077249,RT @FirstLadyIN: Celebrating the inspirational women of Hoosier history-congratulations essay winners! #HoosierHeroines @Indiana2016 https:...,HoosierHeroines @Indiana2016,ORG,104,132
738759783440744449,Honored to take part in the 35th @INdnrnews Conservation Officers Recruit Grad ceremony to honor 13 new officers https://t.co/zgqIKwvjqg,35th,ORDINAL,28,32
738759783440744449,Honored to take part in the 35th @INdnrnews Conservation Officers Recruit Grad ceremony to honor 13 new officers https://t.co/zgqIKwvjqg,13,CARDINAL,97,99
793226199820406785,RT @FirstLadyIN: My assistant sporting 1816 garb in honor of @Indiana2016-celebrating #Indiana200 year round! #HoosierHalloween https://t.c...,1816,DATE,39,43
793226199820406785,RT @FirstLadyIN: My assistant sporting 1816 garb in honor of @Indiana2016-celebrating #Indiana200 year round! #HoosierHalloween https://t.c...,year,DATE,98,102
793226199820406785,RT @FirstLadyIN: My assistant sporting 1816 garb in honor of @Indiana2016-celebrating #Indiana200 year round! #HoosierHalloween https://t.c...,HoosierHalloween https://t.c,PERSON,111,139
695355427215667201,Ed Whitcomb's zest for life was evident in each of his 98 years.,Ed Whitcomb's,PERSON,0,13
695355427215667201,Ed Whitcomb's zest for life was evident in each of his 98 years.,his 98 years,DATE,51,63
758755987163607041,RT @Indiana_EDC: There's a big reason why we're here &amp; it starts at the top with the state of IN &amp; @GovPenceIN - Shield Global CEO https://...,IN &amp,ORG,98,105
713539958191972352,What a game! Congrats to the @NDmbb team for the outstanding win over the Badgers! On to the #Elite8 #MarchMadness,Congrats,PERSON,13,21
713539958191972352,What a game! Congrats to the @NDmbb team for the outstanding win over the Badgers! On to the #Elite8 #MarchMadness,Badgers,ORG,74,81
627117227750387712,Here's to a safe day of riding w/@abateofindiana &amp; supporting #HoosierHeroes thru @INGuardsman Relief Fund! #GovsRide http://t.co/0SNnGko7nI,HoosierHeroes,PERSON,67,80
627117227750387712,Here's to a safe day of riding w/@abateofindiana &amp; supporting #HoosierHeroes thru @INGuardsman Relief Fund! #GovsRide http://t.co/0SNnGko7nI,GovsRide,PRODUCT,113,121
672482598254432256,I have concern with the approach the Centers for Medicare and Medicaid Services is taking with regard to the HIP evaluation,Centers,ORG,37,44
672482598254432256,I have concern with the approach the Centers for Medicare and Medicaid Services is taking with regard to the HIP evaluation,Medicare,ORG,49,57
672482598254432256,I have concern with the approach the Centers for Medicare and Medicaid Services is taking with regard to the HIP evaluation,Medicaid Services,ORG,62,79
672482598254432256,I have concern with the approach the Centers for Medicare and Medicaid Services is taking with regard to the HIP evaluation,HIP,ORG,109,112
656496281217429504,RT @WorkOneWorks: Indiana continues to have the highest concentration of private sector Manufacturing jobs in the U.S. #INemployment,Indiana,GPE,18,25
656496281217429504,RT @WorkOneWorks: Indiana continues to have the highest concentration of private sector Manufacturing jobs in the U.S. #INemployment,U.S.,GPE,114,118
699295028254887936,RT @IDHS: IDHS applauds the work of state and local responders to multiple road closures and accidents over the weekend. https://t.co/veqGz...,the weekend,DATE,108,119
728565488716943360,"RT @Indiana2016: On May 6, 1869, the Indiana General Assembly accepted land and money from John Purdue to establish @LifeAtPurdue! https://...","May 6, 1869",DATE,20,31
728565488716943360,"RT @Indiana2016: On May 6, 1869, the Indiana General Assembly accepted land and money from John Purdue to establish @LifeAtPurdue! https://...",the Indiana General Assembly,ORG,33,61
728565488716943360,"RT @Indiana2016: On May 6, 1869, the Indiana General Assembly accepted land and money from John Purdue to establish @LifeAtPurdue! https://...",John Purdue,PERSON,91,102
775093094509191168,Pleased to honor our IN Olympians at the @Colts season opener for their achievements in the #Rio2016 Olympic Games! https://t.co/vaXKfWfwlm,Olympians,ORG,24,33
775093094509191168,Pleased to honor our IN Olympians at the @Colts season opener for their achievements in the #Rio2016 Olympic Games! https://t.co/vaXKfWfwlm,#Rio2016 Olympic Games,MONEY,92,114
749775648307240961,The @Indy_Symphony concert at @ConnerPrairie is one of our favorite July 4th traditions. This yr didn't disappoint! https://t.co/WBdMQCMB5h,@Indy_Symphony,PERSON,4,18
749775648307240961,The @Indy_Symphony concert at @ConnerPrairie is one of our favorite July 4th traditions. This yr didn't disappoint! https://t.co/WBdMQCMB5h,@ConnerPrairie,GPE,30,44
749775648307240961,The @Indy_Symphony concert at @ConnerPrairie is one of our favorite July 4th traditions. This yr didn't disappoint! https://t.co/WBdMQCMB5h,one,CARDINAL,48,51
749775648307240961,The @Indy_Symphony concert at @ConnerPrairie is one of our favorite July 4th traditions. This yr didn't disappoint! https://t.co/WBdMQCMB5h,July 4th,DATE,68,76
671690242764705792,Looking forward to going on air with @tonykatz on @93wibc this morning. Listen live: https://t.co/8ytH6dA1V3,@tonykatz,ORG,37,46
671690242764705792,Looking forward to going on air with @tonykatz on @93wibc this morning. Listen live: https://t.co/8ytH6dA1V3,@93wibc,GPE,50,57
671690242764705792,Looking forward to going on air with @tonykatz on @93wibc this morning. Listen live: https://t.co/8ytH6dA1V3,this morning,TIME,58,70
761562116998307840,"Special thanks to the @IndyStateFair commission, board &amp; staff for all the work you do to make the Fair a success! https://t.co/GFhyqD4uvw","the @IndyStateFair commission, board &amp",ORG,18,59
761562116998307840,"Special thanks to the @IndyStateFair commission, board &amp; staff for all the work you do to make the Fair a success! https://t.co/GFhyqD4uvw",Fair,ORG,103,107
715202389997985792,We dedicate the Wakeman VA clinic to mark a new chapter in serving veterans who have done so much to ensure our freedom,Wakeman VA,ORG,16,26
647488531791671296,"As we mourn the passing of this beloved Hoosier, let us keep his wife Bernice and the entire Crawford family in our thoughts and prayers",Hoosier,PERSON,40,47
647488531791671296,"As we mourn the passing of this beloved Hoosier, let us keep his wife Bernice and the entire Crawford family in our thoughts and prayers",Bernice,PERSON,70,77
647488531791671296,"As we mourn the passing of this beloved Hoosier, let us keep his wife Bernice and the entire Crawford family in our thoughts and prayers",Crawford,PERSON,93,101
760123360676159488,"RT @Indiana_EDC: Indiana #agriculture contributes ~$31.2B to the Hoosier GDP annually, supporting approx 107,500 jobs in the industry https...",Indiana,GPE,17,24
760123360676159488,"RT @Indiana_EDC: Indiana #agriculture contributes ~$31.2B to the Hoosier GDP annually, supporting approx 107,500 jobs in the industry https...","107,500",CARDINAL,105,112
711992596797591554,RT @IndStatePolice: Deputy Koontz escort leaving Marion Co. Thank you for your service Deputy Koontz. RIP. https://t.co/ncQkUktFfj,Marion Co.,ORG,49,59
718173960236441601,RT @FirstLadyIN: These aluminum pieces will be combined/displayed as 1 big sculpture in #GreeneCo-can't wait to see it! @Indiana2016 https:...,1,CARDINAL,69,70
645960452103540737,It's officially #BlueMonday in Indiana! Looking forward to a @Colts win tonight in @LucasOilStadium #ColtsNation #MNF http://t.co/GhO3Uj3BZm,Indiana,GPE,31,38
645960452103540737,It's officially #BlueMonday in Indiana! Looking forward to a @Colts win tonight in @LucasOilStadium #ColtsNation #MNF http://t.co/GhO3Uj3BZm,tonight,TIME,72,79
645960452103540737,It's officially #BlueMonday in Indiana! Looking forward to a @Colts win tonight in @LucasOilStadium #ColtsNation #MNF http://t.co/GhO3Uj3BZm,#ColtsNation #,MONEY,100,114
729719521695563776,"Retiring Justice Dickson, who served the IN Supreme Court for 30+ years, leaves a tremendous legacy of integrity &amp; devotion to the judiciary",Dickson,PERSON,17,24
729719521695563776,"Retiring Justice Dickson, who served the IN Supreme Court for 30+ years, leaves a tremendous legacy of integrity &amp; devotion to the judiciary",the IN Supreme Court,ORG,37,57
729719521695563776,"Retiring Justice Dickson, who served the IN Supreme Court for 30+ years, leaves a tremendous legacy of integrity &amp; devotion to the judiciary",30+ years,DATE,62,71
729719521695563776,"Retiring Justice Dickson, who served the IN Supreme Court for 30+ years, leaves a tremendous legacy of integrity &amp; devotion to the judiciary",integrity &amp,ORG,103,117
679672204494123008,"RT @IDHS: Chance for strong to severe storms this afternoon/evening. If traveling, have a way to get alerts  #INwx https://t.co/wJdNhXood3",this afternoon/evening,TIME,45,67
679672204494123008,"RT @IDHS: Chance for strong to severe storms this afternoon/evening. If traveling, have a way to get alerts  #INwx https://t.co/wJdNhXood3",INwx,PERSON,110,114
744294279108001792,Grateful to all who came out today for services honoring Cadet Mitchell Winey https://t.co/jpHa28NxKA,today,DATE,29,34
744294279108001792,Grateful to all who came out today for services honoring Cadet Mitchell Winey https://t.co/jpHa28NxKA,Cadet Mitchell Winey,ORG,57,77
793233673222971392,RT @FirstLadyIN: Thanks to all who came out tonight to the Governor's Residence-wishing you all a happy &amp; safe #HoosierHalloween! #Indiana2...,tonight,TIME,44,51
793233673222971392,RT @FirstLadyIN: Thanks to all who came out tonight to the Governor's Residence-wishing you all a happy &amp; safe #HoosierHalloween! #Indiana2...,HoosierHalloween,PERSON,116,132
793233673222971392,RT @FirstLadyIN: Thanks to all who came out tonight to the Governor's Residence-wishing you all a happy &amp; safe #HoosierHalloween! #Indiana2...,Indiana2,PERSON,135,143
723930953878507520,"In no small measure, @HomesForOurTrps' work stands as a gesture of gratitude for the sacrifices our heroes have made https://t.co/m2uFnyQSk6",https://t.co/m2uFnyQSk6,DATE,117,140
677914893211688960,"The life sciences industry has a $59B impact on IN's economy, employing more than 56,000 Hoosiers w/ 20,000  in medical device-related jobs",59B,MONEY,34,37
677914893211688960,"The life sciences industry has a $59B impact on IN's economy, employing more than 56,000 Hoosiers w/ 20,000  in medical device-related jobs","more than 56,000",CARDINAL,72,88
677914893211688960,"The life sciences industry has a $59B impact on IN's economy, employing more than 56,000 Hoosiers w/ 20,000  in medical device-related jobs","20,000",CARDINAL,101,107
736234341441933314,We will forever honor those who have fallen and our Gold Star families will forever be in the prayers of a grateful nation #500MemService,Gold Star,ORG,52,61
736234341441933314,We will forever honor those who have fallen and our Gold Star families will forever be in the prayers of a grateful nation #500MemService,500MemService,MONEY,124,137
700338299890569216,"#CareerTechEd is more important than ever. @WorkOneWorks estimates that by 2025, IN will have 1 million new jobs to fill #SkillsGap #CTEWeek",2025,DATE,75,79
700338299890569216,"#CareerTechEd is more important than ever. @WorkOneWorks estimates that by 2025, IN will have 1 million new jobs to fill #SkillsGap #CTEWeek",1 million,CARDINAL,94,103
738380607378456576,"RT @Indiana_EDC: Merchandise Warehouse, a 3rd generation family owned biz is investing $13.8M into its IN operations creating 65 jobs https...",3rd,ORDINAL,42,45
738380607378456576,"RT @Indiana_EDC: Merchandise Warehouse, a 3rd generation family owned biz is investing $13.8M into its IN operations creating 65 jobs https...",biz,ORG,70,73
738380607378456576,"RT @Indiana_EDC: Merchandise Warehouse, a 3rd generation family owned biz is investing $13.8M into its IN operations creating 65 jobs https...",13.8,MONEY,88,92
738380607378456576,"RT @Indiana_EDC: Merchandise Warehouse, a 3rd generation family owned biz is investing $13.8M into its IN operations creating 65 jobs https...",65,CARDINAL,126,128
737600531904897030,"As the best state in the Midwest for business, IN offers low costs and taxes, reduced corporate regulations and a skilled Hoosier workforce",Midwest,LOC,25,32
636616833555034112,In Sept. I'll lead a second jobs mission to Japan - IN's 3rd largest export country w/ export total of $1.6B each yr http://t.co/uIdZGXnJ4Y,Sept.,DATE,3,8
636616833555034112,In Sept. I'll lead a second jobs mission to Japan - IN's 3rd largest export country w/ export total of $1.6B each yr http://t.co/uIdZGXnJ4Y,second,ORDINAL,21,27
636616833555034112,In Sept. I'll lead a second jobs mission to Japan - IN's 3rd largest export country w/ export total of $1.6B each yr http://t.co/uIdZGXnJ4Y,Japan,GPE,44,49
636616833555034112,In Sept. I'll lead a second jobs mission to Japan - IN's 3rd largest export country w/ export total of $1.6B each yr http://t.co/uIdZGXnJ4Y,3rd,ORDINAL,57,60
636616833555034112,In Sept. I'll lead a second jobs mission to Japan - IN's 3rd largest export country w/ export total of $1.6B each yr http://t.co/uIdZGXnJ4Y,1.6B,MONEY,104,108
641274860375687168,"Today I named Melanie Walker Hart to the @Indiana_EDC Board of Directors, effective immediately. More: http://t.co/D62V9UAaYy",Today,DATE,0,5
641274860375687168,"Today I named Melanie Walker Hart to the @Indiana_EDC Board of Directors, effective immediately. More: http://t.co/D62V9UAaYy",Melanie Walker,PERSON,14,28
641274860375687168,"Today I named Melanie Walker Hart to the @Indiana_EDC Board of Directors, effective immediately. More: http://t.co/D62V9UAaYy",the @Indiana_EDC Board of Directors,ORG,37,72
791266739753398272,"RT @Indiana2016: OTD: On 10/26/1803, Meriwether Lewis and William Clark set off down the Ohio River from Clarksville, IN. More info: https:...",OTD,ORG,17,20
791266739753398272,"RT @Indiana2016: OTD: On 10/26/1803, Meriwether Lewis and William Clark set off down the Ohio River from Clarksville, IN. More info: https:...",10/26/1803,DATE,25,35
791266739753398272,"RT @Indiana2016: OTD: On 10/26/1803, Meriwether Lewis and William Clark set off down the Ohio River from Clarksville, IN. More info: https:...",Meriwether Lewis,PERSON,37,53
791266739753398272,"RT @Indiana2016: OTD: On 10/26/1803, Meriwether Lewis and William Clark set off down the Ohio River from Clarksville, IN. More info: https:...",William Clark,PERSON,58,71
791266739753398272,"RT @Indiana2016: OTD: On 10/26/1803, Meriwether Lewis and William Clark set off down the Ohio River from Clarksville, IN. More info: https:...",the Ohio River,FAC,85,99
791266739753398272,"RT @Indiana2016: OTD: On 10/26/1803, Meriwether Lewis and William Clark set off down the Ohio River from Clarksville, IN. More info: https:...",Clarksville,GPE,105,116
791266739753398272,"RT @Indiana2016: OTD: On 10/26/1803, Meriwether Lewis and William Clark set off down the Ohio River from Clarksville, IN. More info: https:...",IN,GPE,118,120
700787551020281857,"Thanks for stopping by! We're counting down the days to one of our favorite Hoosier traditions, the Indianapolis 500 https://t.co/baueCDFt19",the days,DATE,44,52
700787551020281857,"Thanks for stopping by! We're counting down the days to one of our favorite Hoosier traditions, the Indianapolis 500 https://t.co/baueCDFt19",Hoosier,PERSON,76,83
700787551020281857,"Thanks for stopping by! We're counting down the days to one of our favorite Hoosier traditions, the Indianapolis 500 https://t.co/baueCDFt19",Indianapolis 500,FAC,100,116
722488834332762112,"Quite simply, Indiana is agriculture. And no more so than in places like Joseph Decuis https://t.co/huCHTBRxSE",Indiana,GPE,14,21
722488834332762112,"Quite simply, Indiana is agriculture. And no more so than in places like Joseph Decuis https://t.co/huCHTBRxSE",Joseph Decuis https://t.co/huCHTBRxSE,PERSON,73,110
779358829125308416,RT @JeromeAdamsMD: .@StateHealthIN and East Chicago + partners offering free lead testing IN Calumet complex NOW/ today. #gettested https:/...,.@StateHealthIN,GPE,19,34
779358829125308416,RT @JeromeAdamsMD: .@StateHealthIN and East Chicago + partners offering free lead testing IN Calumet complex NOW/ today. #gettested https:/...,East Chicago,GPE,39,51
779358829125308416,RT @JeromeAdamsMD: .@StateHealthIN and East Chicago + partners offering free lead testing IN Calumet complex NOW/ today. #gettested https:/...,Calumet,ORG,93,100
779358829125308416,RT @JeromeAdamsMD: .@StateHealthIN and East Chicago + partners offering free lead testing IN Calumet complex NOW/ today. #gettested https:/...,NOW/,GPE,109,113
779358829125308416,RT @JeromeAdamsMD: .@StateHealthIN and East Chicago + partners offering free lead testing IN Calumet complex NOW/ today. #gettested https:/...,today,DATE,114,119
702196942122582016,The future of agriculture in Indiana is bright with @IndianaFFA. Proud to support them this #FFAWeek #AmplifyINFFA https://t.co/8CtYYrZKdC,Indiana,GPE,29,36
740138148689125380,Woman-Owned Tech Company Creating 140 Jobs in Indianapolis https://t.co/odxNoh7gwy,Indianapolis,GPE,46,58
690258555019071489,"With SEA200, HEA1003 enactment, we're delivering on our promise to protect Hoosier teachers, schools during transition to rigorous standards",SEA200,ORG,5,11
690258555019071489,"With SEA200, HEA1003 enactment, we're delivering on our promise to protect Hoosier teachers, schools during transition to rigorous standards",Hoosier,PERSON,75,82
702213599947698176,"RT @IDHS: Tonight may also bring strong winds, making travel hazardous on slick roads. Evaluate your need to travel, and stay home if possi...",Tonight,TIME,10,17
643500562814771200,".@FirstLadyIN &amp; I had great Day 2 of #INDinJapan - for full recap of our jobs/econ development mission so far, visit http://t.co/z3lTscGB2z",.@FirstLadyIN &amp,ORG,0,18
765593373344313344,RT @Indiana_EDC: #NEWS: State adds Chief Innovation Officer to lead @Indiana_EDC-specific #innovation #entrepreneurship strategies - https:...,NEWS,PERSON,18,22
765593373344313344,RT @Indiana_EDC: #NEWS: State adds Chief Innovation Officer to lead @Indiana_EDC-specific #innovation #entrepreneurship strategies - https:...,Innovation Officer,PERSON,41,59
765593373344313344,RT @Indiana_EDC: #NEWS: State adds Chief Innovation Officer to lead @Indiana_EDC-specific #innovation #entrepreneurship strategies - https:...,#innovation,MONEY,90,101
666391127709257728,"This isn't about whether US will continue to live up to a nation that opens arms to political, econ. refugees. We do that @WOWOFORTWAYNE",US,GPE,25,27
666391127709257728,"This isn't about whether US will continue to live up to a nation that opens arms to political, econ. refugees. We do that @WOWOFORTWAYNE",@WOWOFORTWAYNE,ORG,122,136
652625860378423298,@FirstLadyIN &amp; I took part in the coin toss for @GuerinCatholic vs @BishopChatardHS. Should be a great game! #OPFB http://t.co/2DLVWy0Rme,@GuerinCatholic,GPE,52,67
652625860378423298,@FirstLadyIN &amp; I took part in the coin toss for @GuerinCatholic vs @BishopChatardHS. Should be a great game! #OPFB http://t.co/2DLVWy0Rme,OPFB,PERSON,114,118
771385164425342976,RT @Indiana_EDC: The sale of @IN_Intelligence is another victory for IN's tech sector. Don Brown: The future of #tech is in Indiana: https:...,Don Brown,PERSON,87,96
771385164425342976,RT @Indiana_EDC: The sale of @IN_Intelligence is another victory for IN's tech sector. Don Brown: The future of #tech is in Indiana: https:...,tech,PERSON,113,117
771385164425342976,RT @Indiana_EDC: The sale of @IN_Intelligence is another victory for IN's tech sector. Don Brown: The future of #tech is in Indiana: https:...,Indiana,GPE,124,131
629634322539094016,We're min away from kicking off the 2015 @IndyStateFair #YroftheFarmer Couldn't ask 4 better weather on opening day! http://t.co/otEBhfRNg7,2015,DATE,36,40
629634322539094016,We're min away from kicking off the 2015 @IndyStateFair #YroftheFarmer Couldn't ask 4 better weather on opening day! http://t.co/otEBhfRNg7,YroftheFarmer,PERSON,57,70
629634322539094016,We're min away from kicking off the 2015 @IndyStateFair #YroftheFarmer Couldn't ask 4 better weather on opening day! http://t.co/otEBhfRNg7,4,CARDINAL,84,85
629634322539094016,We're min away from kicking off the 2015 @IndyStateFair #YroftheFarmer Couldn't ask 4 better weather on opening day! http://t.co/otEBhfRNg7,opening day,DATE,104,115
734903767749922816,Welcomed Minister KT Rama Rao of Hyderabad to IN tonight. Thx to @IndyHyderabad for putting together a great event! https://t.co/GcZVnYAXcu,KT Rama,PERSON,18,25
734903767749922816,Welcomed Minister KT Rama Rao of Hyderabad to IN tonight. Thx to @IndyHyderabad for putting together a great event! https://t.co/GcZVnYAXcu,Hyderabad,GPE,33,42
734903767749922816,Welcomed Minister KT Rama Rao of Hyderabad to IN tonight. Thx to @IndyHyderabad for putting together a great event! https://t.co/GcZVnYAXcu,tonight,TIME,49,56
734903767749922816,Welcomed Minister KT Rama Rao of Hyderabad to IN tonight. Thx to @IndyHyderabad for putting together a great event! https://t.co/GcZVnYAXcu,Thx,PERSON,58,61
